id,store_id,customer_id,payment_type,amount,datetime
4974,5,848,Credit card,156.62,5/17/2022 6:16
4975,3,524,Cash,273.88,12/27/2022 11:25
4976,2,131,Credit card,29.98,11/1/2022 6:42
4977,4,402,Credit card,64.98,4/30/2022 9:33
4978,4,865,Ewallet,208.68,7/24/2022 13:44
4979,1,660,Ewallet,419.13,3/30/2022 13:41
4980,5,620,Credit card,14.94,10/2/2022 14:28
4981,5,774,Credit card,41.45,4/11/2022 14:43
4982,3,882,Ewallet,117.84,12/11/2022 18:45
4983,5,462,Ewallet,66.23,5/4/2022 16:23
4984,1,823,Cash,56.37,8/8/2022 9:35
4985,2,857,Credit card,236.91,5/21/2022 15:49
4986,5,615,Cash,370.71,6/2/2022 6:14
4987,5,588,Credit card,117.82,8/24/2022 9:13
4988,5,110,Credit card,103.14,3/17/2022 16:36
4989,4,592,Credit card,70.24,7/12/2022 20:28
4990,5,30,Credit card,345.62,5/1/2022 13:26
4991,3,683,Cash,200.57,5/17/2022 18:22
4992,1,410,Ewallet,114.18,9/24/2022 15:20
4993,1,968,Ewallet,360,9/27/2022 20:22
4994,3,618,Credit card,333.77,8/28/2022 12:34
4995,2,256,Ewallet,135.34,4/28/2022 14:31
4996,2,902,Ewallet,163.59,11/22/2022 6:42
4997,4,75,Ewallet,247.54,3/23/2022 7:17
4998,5,227,Credit card,204.18,11/6/2022 14:49
4999,1,389,Credit card,140.13,6/24/2022 7:41
5000,5,950,Cash,141.85,12/27/2022 12:16
5001,3,588,Cash,153.14,8/16/2022 7:37
5002,4,973,Ewallet,328.29,8/20/2022 8:29
5003,2,448,Credit card,39.88,5/20/2022 7:12
5004,5,218,Ewallet,357.52,9/3/2022 19:32
5005,5,120,Credit card,135.62,6/21/2022 19:18
5006,4,421,Ewallet,77.33,9/30/2022 20:28
5007,3,494,Cash,113.94,11/24/2022 16:31
5008,4,737,Cash,242.91,12/13/2022 9:34
5009,5,867,Ewallet,99.57,6/29/2022 11:40
5010,5,475,Credit card,160.84,3/17/2022 17:36
5011,1,664,Ewallet,291.3,4/20/2022 16:47
5012,3,954,Cash,160.74,8/30/2022 14:40
5013,1,557,Cash,110.25,3/20/2022 6:14
5014,3,240,Credit card,330.02,11/7/2022 14:26
5015,1,826,Credit card,142.2,10/6/2022 10:35
5016,2,643,Cash,214.66,7/8/2022 12:39
5017,2,173,Cash,274.08,3/2/2022 16:12
5018,3,883,Cash,170.91,5/27/2022 14:14
5019,5,584,Credit card,264.84,7/17/2022 15:18
5020,5,314,Credit card,66.32,8/13/2022 13:37
5021,4,56,Cash,312.4,6/20/2022 7:23
5022,3,261,Ewallet,31.92,4/3/2022 11:24
5023,3,496,Ewallet,250.7,12/14/2022 19:48
5024,5,256,Ewallet,518.98,8/22/2022 19:29
5025,1,744,Ewallet,8.99,11/30/2022 17:38
5026,5,525,Ewallet,409.82,12/27/2022 18:31
5027,3,9,Credit card,53.94,4/19/2022 14:19
5028,1,715,Credit card,356.74,10/3/2022 13:25
5029,4,609,Cash,330.51,8/26/2022 12:21
5030,3,23,Cash,194.58,7/30/2022 16:26
5031,1,711,Credit card,586.18,11/5/2022 18:24
5032,3,220,Ewallet,110.3,5/22/2022 7:50
5033,2,758,Credit card,151.78,11/1/2022 10:17
5034,2,183,Cash,164.74,7/20/2022 15:48
5035,4,331,Credit card,124.81,8/11/2022 20:34
5036,5,340,Ewallet,129.31,7/5/2022 18:39
5037,5,523,Credit card,97.21,12/13/2022 15:19
5038,1,83,Credit card,136.09,10/3/2022 19:41
5039,2,989,Cash,287.09,6/19/2022 19:50
5040,4,162,Credit card,183.75,12/28/2022 14:18
5041,4,327,Ewallet,258.25,8/24/2022 8:45
5042,5,326,Ewallet,411.28,12/14/2022 9:40
5043,5,211,Credit card,77.33,4/30/2022 17:41
5044,2,510,Credit card,250.91,12/8/2022 17:34
5045,2,506,Cash,97.71,11/30/2022 18:21
5046,4,444,Ewallet,465.6,7/8/2022 10:24
5047,5,92,Cash,157.32,10/25/2022 9:30
5048,3,874,Ewallet,510.39,8/13/2022 11:30
5049,3,387,Credit card,8.58,5/11/2022 7:20
5050,1,976,Ewallet,78.86,10/1/2022 10:31
5051,3,254,Cash,319.11,6/23/2022 11:12
5052,3,572,Credit card,305.01,6/11/2022 9:26
5053,2,910,Cash,310.37,6/13/2022 19:43
5054,4,174,Credit card,303.26,4/14/2022 9:42
5055,5,501,Cash,226.1,3/7/2022 17:30
5056,3,491,Ewallet,335.48,9/10/2022 15:49
5057,5,765,Ewallet,74.32,9/19/2022 6:41
5058,3,369,Credit card,34.49,11/24/2022 6:10
5059,5,579,Credit card,125.84,9/29/2022 11:37
5060,2,230,Credit card,17.45,5/26/2022 12:42
5061,4,602,Cash,127.55,8/28/2022 17:40
5062,2,315,Ewallet,231.86,8/9/2022 12:32
5063,5,828,Cash,47.94,5/2/2022 10:45
5064,2,80,Ewallet,126.95,10/3/2022 17:25
5065,1,589,Credit card,322.58,8/8/2022 10:38
5066,2,208,Cash,187.21,11/19/2022 7:50
5067,1,247,Cash,6.98,8/7/2022 18:50
5068,5,249,Credit card,50.94,6/5/2022 7:45
5069,3,208,Cash,119.82,10/18/2022 20:38
5070,4,407,Ewallet,302.59,10/17/2022 15:37
5071,5,99,Ewallet,160.16,4/15/2022 7:42
5072,3,700,Credit card,294.02,11/22/2022 6:31
5073,4,158,Ewallet,18.95,11/18/2022 19:38
5074,2,225,Cash,273.68,5/22/2022 8:13
5075,5,929,Ewallet,479.16,8/19/2022 6:12
5076,2,853,Cash,11.97,10/15/2022 10:15
5077,3,626,Cash,119.91,10/18/2022 17:10
5078,4,280,Cash,26.94,3/24/2022 10:20
5079,5,434,Cash,379.55,9/28/2022 14:37
5080,1,37,Ewallet,217.86,9/12/2022 11:28
5081,4,244,Ewallet,297.87,5/17/2022 15:19
5082,4,157,Cash,204.48,4/25/2022 13:18
5083,2,388,Cash,419.03,4/10/2022 19:26
5084,5,456,Ewallet,116.32,8/1/2022 18:42
5085,4,306,Credit card,362.61,6/2/2022 17:44
5086,5,621,Ewallet,160.93,10/26/2022 17:14
5087,3,375,Credit card,261.31,6/14/2022 15:36
5088,5,337,Cash,36.88,11/5/2022 14:23
5089,3,497,Ewallet,11.96,9/22/2022 16:35
5090,1,672,Ewallet,86.66,3/25/2022 17:10
5091,3,811,Cash,86.46,12/15/2022 10:27
5092,5,692,Cash,278.6,12/4/2022 18:48
5093,4,404,Credit card,394.9,12/26/2022 6:29
5094,3,146,Ewallet,378.47,11/19/2022 8:35
5095,5,855,Ewallet,129.5,12/25/2022 8:37
5096,5,853,Credit card,430.49,9/21/2022 10:16
5097,3,610,Cash,295.31,10/25/2022 19:42
5098,1,226,Credit card,315.16,11/14/2022 12:43
5099,3,114,Credit card,240.99,5/20/2022 13:13
5100,2,765,Cash,387.54,3/15/2022 9:43
5101,4,647,Credit card,188.9,12/24/2022 20:47
5102,2,165,Credit card,501.17,11/3/2022 19:23
5103,3,904,Credit card,305.52,4/21/2022 15:50
5104,2,574,Cash,250.03,9/19/2022 17:24
5105,5,200,Ewallet,350.57,3/14/2022 6:28
5106,3,226,Credit card,284.16,5/27/2022 12:10
5107,2,18,Ewallet,190.6,5/26/2022 11:39
5108,1,669,Credit card,361.89,12/22/2022 17:47
5109,4,943,Cash,107.97,12/1/2022 9:21
5110,5,591,Cash,256.39,12/15/2022 7:50
5111,1,777,Credit card,416.08,4/15/2022 19:35
5112,2,414,Cash,45.43,6/19/2022 11:32
5113,4,644,Cash,461.84,9/2/2022 16:18
5114,2,343,Credit card,16.75,6/18/2022 19:46
5115,3,170,Cash,280.87,11/22/2022 9:31
5116,4,421,Cash,365.04,8/4/2022 6:29
5117,5,518,Credit card,264.6,5/1/2022 7:43
5118,4,37,Credit card,196.44,10/26/2022 9:42
5119,3,911,Ewallet,77.41,7/30/2022 16:14
5120,3,220,Credit card,449.32,3/12/2022 20:28
5121,3,101,Cash,30.03,8/12/2022 13:21
5122,3,565,Cash,183.28,12/5/2022 11:21
5123,4,476,Ewallet,270.68,11/21/2022 11:35
5124,4,365,Credit card,274.72,10/17/2022 7:24
5125,3,676,Cash,19.96,8/16/2022 20:15
5126,1,452,Credit card,213.92,6/18/2022 9:17
5127,4,602,Credit card,150.59,3/1/2022 8:13
5128,1,622,Credit card,119.73,5/6/2022 11:10
5129,1,462,Ewallet,39.9,5/22/2022 19:20
5130,3,216,Cash,186.81,10/10/2022 18:30
5131,2,721,Credit card,45.43,8/18/2022 19:23
5132,4,974,Cash,73.96,3/21/2022 15:17
5133,3,196,Ewallet,205.65,10/23/2022 7:45
5134,4,41,Credit card,375.01,4/12/2022 15:48
5135,4,566,Cash,12.99,9/13/2022 19:40
5136,2,21,Ewallet,430.44,6/6/2022 19:15
5137,3,946,Cash,365.89,11/27/2022 9:14
5138,4,299,Cash,298.37,9/21/2022 13:34
5139,3,583,Ewallet,111.03,3/22/2022 10:40
5140,4,266,Credit card,56.9,11/10/2022 15:13
5141,5,981,Cash,73.91,5/3/2022 6:14
5142,1,239,Ewallet,136,6/3/2022 13:42
5143,2,28,Credit card,286.9,8/7/2022 14:45
5144,4,641,Credit card,366.37,9/15/2022 14:21
5145,3,588,Cash,382.91,8/4/2022 13:21
5146,4,400,Ewallet,628.6,4/17/2022 17:34
5147,5,673,Ewallet,380.74,9/8/2022 8:15
5148,5,900,Ewallet,227.88,5/16/2022 18:48
5149,4,399,Ewallet,255.84,6/20/2022 7:39
5150,3,216,Credit card,263.3,4/16/2022 9:39
5151,1,542,Credit card,389.91,12/20/2022 12:14
5152,2,317,Cash,124.38,9/8/2022 16:10
5153,3,42,Ewallet,54.99,9/7/2022 9:21
5154,1,660,Cash,94.62,4/29/2022 18:25
5155,4,566,Cash,228.43,6/18/2022 8:31
5156,5,467,Credit card,107.11,5/20/2022 15:13
5157,2,79,Cash,89.42,3/9/2022 20:42
5158,3,754,Ewallet,223.04,12/4/2022 8:39
5159,1,529,Ewallet,285.69,9/30/2022 15:44
5160,4,561,Credit card,303.2,6/15/2022 9:44
5161,3,455,Ewallet,242.89,5/20/2022 6:26
5162,4,695,Ewallet,102.4,5/24/2022 6:50
5163,3,367,Cash,278.95,5/21/2022 13:35
5164,3,340,Ewallet,473.4,10/1/2022 12:16
5165,1,665,Ewallet,447.99,7/7/2022 6:36
5166,5,509,Ewallet,49.3,9/6/2022 12:17
5167,3,976,Cash,110.39,12/17/2022 14:48
5168,1,127,Ewallet,47.86,12/24/2022 10:50
5169,2,674,Credit card,166.84,9/21/2022 15:22
5170,5,393,Cash,11.45,3/5/2022 19:49
5171,1,758,Ewallet,70.99,5/28/2022 16:40
5172,4,626,Credit card,191.93,11/10/2022 14:16
5173,2,818,Credit card,32.45,12/27/2022 15:41
5174,2,345,Credit card,187.8,10/25/2022 9:24
5175,2,645,Credit card,59.1,4/20/2022 8:49
5176,3,540,Credit card,194.27,6/4/2022 14:46
5177,4,650,Ewallet,303.76,7/13/2022 13:20
5178,4,311,Ewallet,192.29,8/19/2022 11:14
5179,4,380,Ewallet,63.92,12/12/2022 16:15
5180,5,736,Ewallet,191.46,5/5/2022 11:49
5181,2,111,Credit card,258.19,10/24/2022 18:16
5182,1,201,Credit card,54.52,10/4/2022 20:30
5183,4,269,Cash,279.07,4/16/2022 7:20
5184,4,950,Credit card,323.69,8/22/2022 11:32
5185,5,416,Cash,244.45,3/10/2022 19:10
5186,2,627,Credit card,130.76,8/19/2022 14:16
5187,5,79,Cash,19.98,8/28/2022 19:43
5188,5,562,Credit card,288.92,10/29/2022 11:41
5189,2,903,Cash,158.2,5/16/2022 14:42
5190,2,372,Ewallet,47.96,4/6/2022 13:35
5191,1,252,Cash,341.63,3/11/2022 15:16
5192,4,811,Ewallet,110.24,4/29/2022 8:14
5193,2,24,Credit card,14.46,5/23/2022 11:43
5194,3,814,Credit card,326.74,6/30/2022 17:23
5195,1,652,Cash,116.68,3/27/2022 8:25
5196,1,514,Cash,278.19,7/12/2022 7:33
5197,1,7,Cash,169.35,5/12/2022 13:50
5198,2,895,Credit card,170.17,11/22/2022 7:39
5199,3,673,Ewallet,92.31,5/28/2022 12:42
5200,4,172,Credit card,378.7,6/5/2022 18:32
5201,5,925,Credit card,200.42,8/13/2022 20:16
5202,4,539,Credit card,364.44,8/29/2022 9:26
5203,3,787,Cash,318.59,10/23/2022 19:10
5204,5,890,Cash,239.87,4/10/2022 10:19
5205,4,536,Credit card,238.74,10/27/2022 6:29
5206,5,366,Credit card,239.57,7/16/2022 16:41
5207,3,855,Cash,376.6,7/14/2022 14:28
5208,2,346,Ewallet,58.89,11/11/2022 14:13
5209,2,133,Ewallet,200.62,12/11/2022 17:38
5210,3,635,Ewallet,176.1,3/24/2022 17:42
5211,3,964,Cash,511.98,7/29/2022 18:28
5212,3,894,Ewallet,23.48,5/30/2022 11:26
5213,1,179,Ewallet,118.83,7/9/2022 13:18
5214,2,992,Cash,46.22,11/17/2022 13:14
5215,3,94,Cash,109.27,7/6/2022 18:12
5216,5,742,Credit card,45.9,11/22/2022 10:18
5217,4,482,Credit card,45.43,4/22/2022 18:36
5218,3,937,Ewallet,85.35,5/13/2022 9:36
5219,1,881,Ewallet,230.85,9/3/2022 12:36
5220,4,538,Credit card,222.09,12/7/2022 14:34
5221,4,416,Credit card,384.61,11/22/2022 9:32
5222,3,20,Credit card,141.16,5/5/2022 14:15
5223,5,718,Ewallet,370.85,11/12/2022 19:25
5224,4,281,Ewallet,17.97,5/29/2022 18:19
5225,5,75,Cash,246.7,11/19/2022 14:49
5226,5,179,Ewallet,4.29,3/4/2022 9:45
5227,3,603,Ewallet,226.75,9/18/2022 20:49
5228,4,588,Credit card,247.05,5/11/2022 7:15
5229,3,207,Cash,412.22,4/24/2022 17:32
5230,1,25,Cash,33.66,5/5/2022 20:44
5231,2,252,Ewallet,11.96,5/12/2022 13:41
5232,2,310,Cash,74.44,9/18/2022 16:43
5233,2,959,Cash,216.67,10/2/2022 20:37
5234,5,286,Cash,61.25,5/14/2022 17:34
5235,5,915,Cash,249.46,9/5/2022 20:44
5236,4,230,Ewallet,457.45,5/30/2022 14:19
5237,1,554,Credit card,349.66,11/10/2022 19:50
5238,5,905,Cash,88.15,7/27/2022 6:42
5239,3,950,Ewallet,588.53,11/29/2022 20:30
5240,1,521,Ewallet,190.23,7/30/2022 7:19
5241,5,502,Credit card,217.45,11/12/2022 7:35
5242,2,741,Cash,309.37,8/4/2022 17:16
5243,1,105,Cash,59.74,10/14/2022 19:49
5244,3,194,Credit card,48.63,3/16/2022 20:30
5245,3,701,Ewallet,225.33,4/20/2022 9:18
5246,1,401,Ewallet,210.47,5/26/2022 13:10
5247,1,815,Cash,285.12,4/3/2022 17:43
5248,1,427,Credit card,254.69,12/8/2022 6:47
5249,5,582,Credit card,201.83,11/5/2022 16:13
5250,1,884,Credit card,82.65,7/13/2022 19:31
5251,4,649,Cash,230.75,11/24/2022 7:17
5252,1,872,Ewallet,69.39,3/1/2022 11:29
5253,3,761,Cash,83.9,3/30/2022 6:13
5254,2,116,Credit card,102.84,10/27/2022 12:35
5255,2,790,Cash,220.06,10/18/2022 18:20
5256,2,191,Cash,287.41,11/7/2022 17:33
5257,4,152,Cash,556.2,5/9/2022 18:20
5258,1,124,Credit card,118.31,9/4/2022 7:10
5259,4,830,Cash,505.16,6/14/2022 13:43
5260,3,781,Cash,90.46,10/3/2022 10:32
5261,4,939,Credit card,196.21,9/8/2022 18:47
5262,3,83,Credit card,70.85,5/13/2022 13:36
5263,4,5,Ewallet,397.22,12/1/2022 14:14
5264,5,224,Credit card,25.47,11/13/2022 20:23
5265,4,882,Credit card,108.85,8/12/2022 19:12
5266,1,343,Ewallet,275.42,6/1/2022 18:48
5267,3,178,Credit card,338.33,8/2/2022 20:30
5268,2,634,Credit card,69.88,3/17/2022 19:38
5269,4,758,Cash,156.44,9/10/2022 12:34
5270,1,980,Cash,96.86,6/3/2022 10:45
5271,1,37,Credit card,53.27,6/14/2022 19:43
5272,4,754,Cash,164.71,8/29/2022 6:10
5273,4,590,Cash,53.75,11/3/2022 11:15
5274,2,179,Credit card,443.7,12/15/2022 9:39
5275,5,162,Ewallet,82.68,4/25/2022 8:46
5276,3,854,Credit card,424,6/6/2022 13:32
5277,2,88,Ewallet,54.74,11/19/2022 17:41
5278,4,306,Cash,109.9,12/27/2022 7:40
5279,4,90,Ewallet,151.26,7/21/2022 11:44
5280,2,810,Ewallet,364.42,9/3/2022 15:15
5281,2,994,Cash,334.96,8/26/2022 10:33
5282,5,466,Ewallet,231.14,7/22/2022 11:24
5283,2,795,Ewallet,90.77,6/5/2022 10:28
5284,3,117,Credit card,157.06,5/19/2022 19:36
5285,1,487,Credit card,223.03,9/10/2022 12:40
5286,2,547,Cash,201.3,8/9/2022 7:41
5287,3,875,Credit card,179.23,10/29/2022 14:17
5288,1,751,Cash,248.84,9/15/2022 16:24
5289,5,534,Credit card,647.78,9/17/2022 15:40
5290,3,442,Credit card,97.94,12/23/2022 19:10
5291,5,321,Ewallet,320.3,7/9/2022 13:41
5292,5,890,Cash,39.92,12/23/2022 10:15
5293,2,837,Cash,155.79,10/13/2022 11:22
5294,1,689,Cash,187,12/24/2022 18:26
5295,1,512,Cash,61.41,11/26/2022 18:15
5296,1,654,Cash,327.15,11/13/2022 13:25
5297,1,358,Credit card,78.35,12/8/2022 14:10
5298,3,703,Cash,207.76,10/14/2022 11:49
5299,4,537,Cash,305.48,12/29/2022 16:34
5300,2,921,Ewallet,36.71,12/21/2022 16:39
5301,5,914,Ewallet,356.74,12/5/2022 14:14
5302,3,26,Credit card,44.9,3/24/2022 16:32
5303,4,691,Ewallet,238.9,9/6/2022 19:22
5304,4,340,Credit card,271.41,6/23/2022 19:29
5305,4,703,Cash,614.3,9/9/2022 14:10
5306,5,335,Cash,61.87,10/27/2022 14:17
5307,4,895,Cash,92.37,5/9/2022 10:24
5308,2,866,Cash,366.95,6/22/2022 17:25
5309,1,262,Ewallet,196.31,10/6/2022 8:49
5310,5,940,Ewallet,213.17,3/26/2022 6:50
5311,3,620,Credit card,69.93,7/8/2022 7:11
5312,3,715,Credit card,6.99,5/5/2022 15:16
5313,2,471,Ewallet,176.75,6/9/2022 13:28
5314,4,969,Cash,63.95,5/2/2022 12:23
5315,4,188,Cash,157.14,6/8/2022 13:31
5316,3,962,Cash,107.79,4/22/2022 8:17
5317,4,296,Cash,148.87,6/9/2022 10:13
5318,3,430,Credit card,261.04,9/7/2022 18:40
5319,1,399,Cash,35.97,9/7/2022 17:11
5320,1,700,Ewallet,227.55,11/26/2022 13:49
5321,4,405,Cash,326.19,11/2/2022 12:26
5322,5,550,Credit card,318.87,3/12/2022 9:31
5323,2,998,Cash,272.08,8/26/2022 16:36
5324,2,109,Ewallet,38.94,11/5/2022 10:46
5325,2,781,Ewallet,274.44,6/8/2022 18:11
5326,4,245,Ewallet,111.86,6/17/2022 9:45
5327,3,166,Credit card,86.81,8/3/2022 19:34
5328,4,505,Cash,51.87,4/17/2022 20:24
5329,4,706,Credit card,365,3/21/2022 16:37
5330,1,960,Ewallet,49.77,4/26/2022 11:45
5331,1,462,Ewallet,111.43,11/25/2022 15:48
5332,2,192,Cash,260.9,5/28/2022 10:29
5333,5,98,Credit card,3.49,3/17/2022 17:30
5334,2,872,Credit card,177.82,9/3/2022 20:14
5335,3,391,Ewallet,22.41,7/26/2022 14:14
5336,5,662,Ewallet,353.48,10/15/2022 15:32
5337,3,164,Cash,414.73,4/15/2022 12:19
5338,4,785,Ewallet,68.94,8/10/2022 8:28
5339,1,130,Cash,109.79,8/11/2022 11:40
5340,3,231,Ewallet,575.62,9/20/2022 9:17
5341,2,535,Ewallet,14.95,12/11/2022 7:33
5342,3,621,Credit card,44.61,6/29/2022 14:24
5343,5,732,Ewallet,226.39,6/2/2022 17:19
5344,2,242,Credit card,187.41,9/15/2022 8:49
5345,1,930,Cash,136.33,5/8/2022 18:23
5346,2,798,Ewallet,93.55,5/10/2022 14:29
5347,3,82,Ewallet,37.11,7/15/2022 12:10
5348,2,615,Cash,8.98,5/2/2022 18:44
5349,3,456,Cash,94.5,3/20/2022 13:33
5350,3,92,Cash,305.08,10/20/2022 8:19
5351,2,591,Cash,183.85,10/14/2022 13:37
5352,4,235,Cash,94.42,7/22/2022 18:14
5353,3,232,Cash,387.16,7/22/2022 7:41
5354,3,986,Credit card,169.77,4/6/2022 10:41
5355,5,258,Credit card,59.9,6/8/2022 6:35
5356,4,839,Cash,310.22,7/27/2022 13:20
5357,1,704,Ewallet,95.9,7/14/2022 9:20
5358,1,635,Credit card,49.9,8/15/2022 6:27
5359,3,598,Ewallet,151.88,12/29/2022 18:46
5360,2,789,Credit card,26.97,4/20/2022 6:25
5361,1,143,Credit card,419.41,10/1/2022 10:21
5362,2,568,Ewallet,162.07,12/28/2022 11:13
5363,5,787,Credit card,150.89,4/19/2022 10:30
5364,2,101,Credit card,420.31,7/13/2022 15:43
5365,5,183,Ewallet,232.36,4/24/2022 11:38
5366,3,351,Credit card,234.5,11/17/2022 17:43
5367,5,387,Ewallet,245.24,8/28/2022 15:24
5368,5,519,Credit card,145.91,8/15/2022 7:13
5369,4,189,Cash,235.26,3/8/2022 16:16
5370,3,915,Cash,82.18,6/14/2022 13:41
5371,3,718,Cash,76.66,11/1/2022 15:46
5372,4,127,Ewallet,420.52,12/20/2022 19:33
5373,2,591,Ewallet,78.98,10/8/2022 8:16
5374,1,78,Cash,260.83,3/21/2022 7:22
5375,1,149,Cash,14.99,5/18/2022 7:33
5376,2,358,Ewallet,91.19,6/12/2022 18:12
5377,4,454,Cash,23.16,6/28/2022 14:22
5378,5,918,Cash,174.44,5/9/2022 16:30
5379,2,455,Cash,236.09,4/17/2022 15:36
5380,1,734,Cash,248.35,8/13/2022 13:14
5381,1,33,Credit card,282.36,12/23/2022 11:40
5382,4,141,Cash,258.75,3/13/2022 14:44
5383,3,274,Ewallet,236.72,3/29/2022 7:44
5384,1,84,Cash,79.4,6/5/2022 9:50
5385,5,596,Ewallet,357.76,6/20/2022 19:29
5386,5,136,Credit card,338.03,3/26/2022 13:43
5387,4,947,Ewallet,312.85,4/24/2022 14:32
5388,1,967,Credit card,386.94,4/1/2022 12:33
5389,3,370,Credit card,84.88,11/22/2022 7:21
5390,2,622,Credit card,97.89,7/13/2022 10:12
5391,2,679,Ewallet,256.01,7/14/2022 6:18
5392,1,833,Cash,74.89,9/14/2022 20:18
5393,5,619,Cash,147.61,4/13/2022 11:32
5394,2,211,Cash,128.17,5/26/2022 15:13
5395,3,596,Credit card,316.3,5/26/2022 7:18
5396,3,91,Credit card,66.82,7/26/2022 13:20
5397,1,594,Credit card,587.18,3/16/2022 19:18
5398,2,981,Cash,100.76,12/30/2022 10:39
5399,5,997,Ewallet,373.27,9/6/2022 14:19
5400,1,797,Cash,185.18,12/29/2022 9:44
5401,2,137,Ewallet,71.94,11/13/2022 10:13
5402,4,72,Ewallet,178.21,3/23/2022 12:19
5403,5,398,Credit card,376.08,7/21/2022 11:28
5404,1,604,Ewallet,77.12,12/4/2022 6:25
5405,4,720,Ewallet,153.96,5/13/2022 9:30
5406,3,858,Cash,229.86,8/4/2022 9:11
5407,2,552,Credit card,167.71,12/3/2022 19:26
5408,5,1000,Credit card,4.99,12/16/2022 7:22
5409,2,346,Ewallet,68.3,5/10/2022 10:33
5410,3,710,Credit card,260.71,6/15/2022 6:43
5411,3,627,Credit card,237.67,12/18/2022 15:32
5412,1,919,Ewallet,91.9,3/4/2022 10:26
5413,4,267,Ewallet,232.34,11/19/2022 7:13
5414,4,278,Ewallet,347.46,3/23/2022 8:18
5415,3,83,Cash,330.91,4/9/2022 17:32
5416,4,275,Cash,337.51,7/7/2022 14:22
5417,2,768,Credit card,79.86,8/3/2022 15:21
5418,1,333,Credit card,274.61,8/1/2022 16:20
5419,3,651,Cash,85.38,8/10/2022 7:31
5420,1,792,Ewallet,358.12,8/6/2022 11:50
5421,1,217,Credit card,298.23,10/17/2022 8:24
5422,4,407,Ewallet,182.49,8/26/2022 11:27
5423,3,72,Cash,165.44,9/3/2022 12:16
5424,4,684,Cash,174.69,7/7/2022 20:16
5425,1,916,Credit card,339.25,12/8/2022 7:21
5426,5,898,Cash,58.48,4/3/2022 11:31
5427,3,847,Ewallet,332.49,7/27/2022 15:16
5428,3,835,Ewallet,301.33,7/27/2022 14:17
5429,2,666,Credit card,257.17,3/27/2022 11:24
5430,4,664,Cash,55.38,9/22/2022 14:36
5431,3,403,Credit card,319.53,12/12/2022 16:26
5432,5,95,Credit card,294.22,9/1/2022 14:43
5433,3,845,Credit card,6.98,11/15/2022 8:27
5434,4,318,Ewallet,131.13,11/23/2022 13:16
5435,4,30,Cash,223.88,8/15/2022 6:11
5436,3,39,Ewallet,95.34,3/14/2022 14:49
5437,5,760,Cash,136.91,4/15/2022 6:24
5438,4,310,Cash,136.21,8/21/2022 11:28
5439,3,522,Ewallet,127.85,7/14/2022 15:43
5440,4,862,Credit card,367.55,10/15/2022 12:25
5441,2,976,Cash,135.68,12/2/2022 20:48
5442,2,411,Cash,165.12,12/28/2022 16:29
5443,4,235,Ewallet,25.74,8/2/2022 19:47
5444,4,760,Cash,104.38,8/18/2022 15:16
5445,3,84,Ewallet,85.81,7/8/2022 20:35
5446,2,682,Cash,275.6,10/30/2022 9:43
5447,5,881,Credit card,610.67,9/30/2022 12:24
5448,5,987,Cash,140.38,11/6/2022 14:13
5449,3,170,Ewallet,155.06,4/13/2022 11:17
5450,4,588,Cash,329.17,10/13/2022 14:50
5451,2,395,Cash,107.31,3/16/2022 16:10
5452,2,979,Ewallet,194.76,8/3/2022 9:42
5453,1,754,Cash,29.94,3/18/2022 16:32
5454,2,297,Credit card,48.91,12/4/2022 7:28
5455,1,366,Ewallet,325.87,11/8/2022 14:46
5456,1,137,Cash,590.31,11/25/2022 6:15
5457,4,383,Ewallet,229.75,4/29/2022 14:47
5458,3,948,Ewallet,598.75,11/6/2022 16:37
5459,2,859,Cash,225.26,6/24/2022 10:14
5460,1,2,Credit card,292.33,11/21/2022 14:32
5461,2,859,Credit card,102.65,4/26/2022 11:43
5462,5,285,Credit card,139.97,5/13/2022 11:15
5463,5,658,Ewallet,354.77,6/21/2022 11:34
5464,4,657,Cash,566.05,9/1/2022 11:11
5465,2,70,Cash,337.05,6/8/2022 17:44
5466,5,587,Credit card,225.66,3/7/2022 13:49
5467,4,719,Ewallet,206.44,3/17/2022 7:38
5468,2,991,Cash,192.67,9/3/2022 19:24
5469,5,48,Ewallet,31.24,10/21/2022 11:41
5470,3,919,Ewallet,153.48,11/2/2022 15:22
5471,2,951,Credit card,270.2,3/4/2022 8:50
5472,1,450,Ewallet,60,7/9/2022 13:12
5473,1,911,Credit card,496.86,9/27/2022 11:26
5474,1,797,Ewallet,154.95,7/5/2022 13:13
5475,5,882,Ewallet,34.5,7/10/2022 11:36
5476,1,120,Cash,189.44,7/9/2022 7:47
5477,2,280,Credit card,57.54,4/25/2022 18:41
5478,1,461,Credit card,355.98,9/19/2022 17:13
5479,2,458,Credit card,206.76,9/4/2022 20:16
5480,4,207,Ewallet,46.92,7/21/2022 9:17
5481,1,809,Cash,27.96,11/7/2022 20:45
5482,3,886,Cash,358.81,11/23/2022 11:17
5483,4,307,Credit card,87.83,12/20/2022 8:23
5484,5,855,Ewallet,149.94,12/12/2022 7:48
5485,1,978,Cash,305.7,3/23/2022 20:32
5486,2,670,Cash,125.28,3/15/2022 20:48
5487,3,428,Cash,531.09,4/17/2022 9:19
5488,3,527,Ewallet,335.8,3/17/2022 17:20
5489,5,781,Credit card,203.3,8/4/2022 13:26
5490,2,288,Cash,279.48,7/24/2022 10:14
5491,2,299,Cash,342.79,5/17/2022 17:17
